,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,W,L,W/L%,GB,PS/G,PA/G,SRS
0,Precious Achiuwa,C,23,TOR,20,0,18.2,2.9,7.0,0.407,0.5,2.3,0.2,2.4,4.8,0.505,0.439,1.9,2.4,0.809,1.5,3.8,5.3,1.0,0.5,0.6,1.1,1.6,8.1,2023,20,24,0.455,12.5,112.0,111.7,0.58
1,OG Anunoby,SF,25,TOR,40,40,37.0,6.7,14.4,0.463,2.0,5.4,0.363,4.7,9.0,0.522,0.53,2.7,3.2,0.828,1.6,4.2,5.8,2.2,2.2,0.8,2.3,3.2,17.9,2023,20,24,0.455,12.5,112.0,111.7,0.58
2,Dalano Banton,PG,23,TOR,22,2,10.1,2.0,4.7,0.423,0.6,2.0,0.302,1.4,2.8,0.508,0.486,0.6,0.8,0.824,0.4,1.0,1.5,1.2,0.5,0.5,0.6,1.1,5.2,2023,20,24,0.455,12.5,112.0,111.7,0.58
3,Scottie Barnes,PF,21,TOR,41,40,34.2,6.0,13.2,0.456,0.9,3.0,0.289,5.2,10.3,0.504,0.488,2.5,3.2,0.767,2.2,4.8,7.0,4.7,1.0,0.8,2.1,2.0,15.4,2023,20,24,0.455,12.5,112.0,111.7,0.58
4,Khem Birch,C,30,TOR,20,0,8.1,1.0,1.6,0.594,0.1,0.1,0.5,0.9,1.5,0.6,0.609,0.2,0.3,0.8,0.4,0.9,1.3,0.4,0.3,0.3,0.4,1.2,2.2,2023,20,24,0.455,12.5,112.0,111.7,0.58
5,Chris Boucher,PF,30,TOR,39,0,20.5,3.4,7.1,0.471,0.8,2.6,0.294,2.6,4.5,0.574,0.525,2.1,2.8,0.752,2.0,3.5,5.5,0.5,0.7,0.7,0.5,2.0,9.6,2023,20,24,0.455,12.5,112.0,111.7,0.58
7,Jeff Dowtin,PG,25,TOR,12,0,7.2,1.0,1.9,0.522,0.1,0.3,0.25,0.9,1.6,0.579,0.543,0.3,0.3,1.0,0.4,0.7,1.1,0.9,0.2,0.1,0.2,0.4,2.3,2023,20,24,0.455,12.5,112.0,111.7,0.58
8,Malachi Flynn,PG,24,TOR,32,1,14.8,1.9,5.2,0.376,1.1,2.8,0.385,0.8,2.3,0.365,0.482,0.4,0.5,0.765,0.3,1.3,1.6,1.5,0.3,0.1,0.5,1.5,5.4,2023,20,24,0.455,12.5,112.0,111.7,0.58
10,Juancho Hernangómez,PF,27,TOR,31,10,16.5,1.5,3.2,0.45,0.5,1.8,0.286,0.9,1.4,0.659,0.53,0.3,0.5,0.571,0.7,2.6,3.3,0.6,0.5,0.2,0.4,1.2,3.7,2023,20,24,0.455,12.5,112.0,111.7,0.58
11,Christian Koloko,C,22,TOR,40,19,15.6,1.5,3.0,0.492,0.0,0.2,0.111,1.4,2.7,0.523,0.496,0.9,1.3,0.66,1.7,1.7,3.4,0.5,0.3,1.1,0.5,2.6,3.8,2023,20,24,0.455,12.5,112.0,111.7,0.58
12,Otto Porter Jr.,SF,29,TOR,8,2,18.3,1.9,3.8,0.5,0.8,2.1,0.353,1.1,1.6,0.692,0.6,1.0,1.0,1.0,0.8,1.6,2.4,1.0,1.4,0.0,0.5,0.9,5.5,2023,20,24,0.455,12.5,112.0,111.7,0.58
13,Pascal Siakam,C,28,TOR,34,34,37.4,8.8,18.5,0.475,1.4,4.1,0.326,7.4,14.4,0.517,0.511,6.6,8.5,0.781,1.9,6.3,8.2,6.5,0.8,0.6,2.6,3.4,25.6,2023,20,24,0.455,12.5,112.0,111.7,0.58
14,Gary Trent Jr.,SG,24,TOR,37,27,32.4,6.2,14.3,0.436,2.5,7.1,0.36,3.7,7.2,0.509,0.525,3.2,3.9,0.828,0.5,1.9,2.4,1.5,1.7,0.2,1.0,1.7,18.2,2023,20,24,0.455,12.5,112.0,111.7,0.58
15,Fred VanVleet,PG,28,TOR,36,36,36.8,5.8,15.4,0.376,2.8,8.6,0.328,3.0,6.9,0.435,0.467,3.8,4.2,0.888,0.5,3.8,4.3,6.3,1.5,0.6,1.7,2.9,18.2,2023,20,24,0.455,12.5,112.0,111.7,0.58
16,Thaddeus Young,PF,34,TOR,35,9,16.5,2.2,4.0,0.543,0.1,0.7,0.174,2.1,3.3,0.615,0.557,0.4,0.5,0.737,1.6,2.0,3.6,1.6,1.1,0.1,0.7,1.8,4.9,2023,20,24,0.455,12.5,112.0,111.7,0.58
17,Steven Adams,C,29,MEM,39,39,26.8,3.6,6.1,0.594,0.0,0.0,0.0,3.6,6.1,0.597,0.594,1.0,2.8,0.342,4.9,6.4,11.3,2.3,0.8,1.2,1.9,2.3,8.3,2023,30,13,0.698,0.0,117.6,111.6,5.58
18,Santi Aldama,PF,22,MEM,40,16,22.7,3.4,7.0,0.482,1.3,3.5,0.374,2.1,3.5,0.589,0.575,1.4,2.0,0.722,1.2,3.8,5.0,1.3,0.7,0.8,0.7,2.2,9.5,2023,30,13,0.698,0.0,117.6,111.6,5.58
19,Desmond Bane,SG,24,MEM,23,23,30.7,7.4,16.4,0.452,3.2,7.5,0.424,4.3,9.0,0.476,0.549,3.7,4.1,0.894,0.6,4.4,5.0,4.0,0.8,0.3,2.1,2.4,21.7,2023,30,13,0.698,0.0,117.6,111.6,5.58
20,Dillon Brooks,SF,27,MEM,39,39,30.5,6.2,15.3,0.404,2.0,6.1,0.335,4.2,9.2,0.45,0.471,2.1,2.7,0.783,0.6,2.8,3.5,2.7,0.8,0.2,1.7,3.4,16.5,2023,30,13,0.698,0.0,117.6,111.6,5.58
21,Kennedy Chandler,PG,20,MEM,22,0,9.7,1.2,3.0,0.4,0.1,0.6,0.154,1.1,2.4,0.462,0.415,0.2,0.5,0.455,0.3,1.1,1.4,2.1,0.5,0.2,0.7,0.6,2.7,2023,30,13,0.698,0.0,117.6,111.6,5.58
22,Brandon Clarke,PF,26,MEM,37,3,19.5,4.2,6.3,0.661,0.0,0.2,0.167,4.1,6.1,0.674,0.663,1.9,2.5,0.742,1.4,4.0,5.4,1.1,0.5,0.7,1.1,2.4,10.2,2023,30,13,0.698,0.0,117.6,111.6,5.58
23,Jaren Jackson Jr.,C,23,MEM,27,27,26.1,5.9,11.3,0.518,1.5,4.0,0.37,4.4,7.3,0.599,0.584,3.4,4.4,0.773,1.9,4.9,6.8,1.0,1.0,3.3,1.5,3.0,16.6,2023,30,13,0.698,0.0,117.6,111.6,5.58
24,Tyus Jones,PG,26,MEM,43,7,23.7,4.1,9.1,0.445,1.6,4.1,0.39,2.5,5.0,0.491,0.533,1.1,1.4,0.783,0.3,2.0,2.3,4.8,1.0,0.0,0.9,0.4,10.8,2023,30,13,0.698,0.0,117.6,111.6,5.58
25,John Konchar,SG,26,MEM,39,22,24.6,2.6,5.7,0.451,1.2,3.2,0.373,1.4,2.5,0.551,0.556,0.5,0.6,0.87,0.9,4.2,5.2,1.5,1.1,0.3,0.6,1.5,6.9,2023,30,13,0.698,0.0,117.6,111.6,5.58
26,Jake LaRavia,PF,21,MEM,25,0,14.0,1.3,3.2,0.405,0.8,2.2,0.357,0.5,0.9,0.522,0.532,0.2,0.3,0.857,0.6,1.6,2.2,0.8,0.4,0.2,0.7,1.7,3.6,2023,30,13,0.698,0.0,117.6,111.6,5.58
27,Kenneth Lofton Jr.,PF,20,MEM,6,0,4.0,1.2,2.5,0.467,0.0,0.3,0.0,1.2,2.2,0.538,0.467,0.2,0.5,0.333,0.2,0.5,0.7,0.7,0.0,0.0,0.2,0.5,2.5,2023,30,13,0.698,0.0,117.6,111.6,5.58
28,Ja Morant,PG,23,MEM,36,36,32.0,9.8,20.8,0.469,1.7,5.3,0.326,8.0,15.5,0.517,0.51,6.3,8.3,0.753,1.1,4.6,5.7,7.9,1.0,0.3,3.5,1.7,27.5,2023,30,13,0.698,0.0,117.6,111.6,5.58
29,David Roddy,PF,21,MEM,39,1,18.6,2.5,6.1,0.415,0.9,3.2,0.29,1.6,2.9,0.554,0.492,0.6,1.1,0.581,0.6,2.2,2.8,0.7,0.4,0.3,0.8,1.5,6.6,2023,30,13,0.698,0.0,117.6,111.6,5.58
30,Xavier Tillman Sr.,PF,24,MEM,27,1,11.3,1.9,3.2,0.586,0.1,0.4,0.3,1.8,2.9,0.623,0.603,0.6,1.2,0.5,1.3,1.6,2.9,0.6,0.5,0.3,0.4,1.0,4.5,2023,30,13,0.698,0.0,117.6,111.6,5.58
32,Ziaire Williams,SF,21,MEM,17,1,17.8,2.6,6.0,0.441,0.8,2.9,0.265,1.9,3.1,0.604,0.505,0.5,0.6,0.9,0.4,2.5,2.9,1.0,0.5,0.2,1.2,2.1,6.6,2023,30,13,0.698,0.0,117.6,111.6,5.58
33,Bam Adebayo,C,25,MIA,40,40,35.1,8.6,16.1,0.536,0.0,0.3,0.1,8.6,15.8,0.543,0.537,4.2,5.2,0.804,2.9,7.3,10.1,3.1,1.1,0.9,2.8,3.0,21.4,2023,24,21,0.533,0.0,108.9,108.8,-0.08
34,Jimmy Butler,SF,33,MIA,31,31,34.4,7.3,14.3,0.511,0.6,2.0,0.323,6.6,12.3,0.542,0.534,6.9,8.1,0.852,2.2,4.2,6.4,5.2,2.1,0.4,1.8,1.3,22.1,2023,24,21,0.533,0.0,108.9,108.8,-0.08
35,Jamal Cain,SF,23,MIA,13,0,13.9,1.9,3.7,0.521,0.2,0.8,0.182,1.8,2.8,0.622,0.542,0.9,1.2,0.75,0.9,2.0,2.9,0.6,0.6,0.0,0.3,1.2,4.9,2023,24,21,0.533,0.0,108.9,108.8,-0.08
36,Dewayne Dedmon,C,33,MIA,29,0,11.7,2.2,4.3,0.512,0.4,1.2,0.306,1.8,3.1,0.596,0.556,1.1,1.5,0.727,1.0,2.7,3.7,0.5,0.2,0.4,0.7,2.0,5.9,2023,24,21,0.533,0.0,108.9,108.8,-0.08
37,Udonis Haslem,C,42,MIA,5,1,7.2,0.2,2.0,0.1,0.0,0.2,0.0,0.2,1.8,0.111,0.1,0.2,0.4,0.5,0.6,0.6,1.2,0.0,0.2,0.2,0.0,1.4,0.6,2023,24,21,0.533,0.0,108.9,108.8,-0.08
38,Tyler Herro,SG,23,MIA,33,33,35.3,7.5,16.8,0.445,3.3,8.5,0.384,4.2,8.3,0.507,0.542,2.7,3.0,0.918,0.5,5.5,5.9,4.4,0.9,0.3,2.5,1.8,21.0,2023,24,21,0.533,0.0,108.9,108.8,-0.08
39,Haywood Highsmith,SF,26,MIA,32,9,19.8,1.8,4.6,0.401,0.8,2.3,0.338,1.1,2.3,0.466,0.486,0.2,0.5,0.375,1.1,2.8,3.9,0.8,0.8,0.3,0.9,1.5,4.7,2023,24,21,0.533,0.0,108.9,108.8,-0.08
40,Nikola Jović,PF,19,MIA,15,8,13.6,1.9,4.6,0.406,0.5,2.3,0.229,1.3,2.3,0.588,0.464,1.2,1.3,0.947,0.6,1.5,2.1,0.7,0.5,0.1,0.7,1.3,5.5,2023,24,21,0.533,0.0,108.9,108.8,-0.08
41,Kyle Lowry,PG,36,MIA,36,36,35.0,4.1,10.4,0.398,2.2,6.5,0.336,1.9,3.9,0.504,0.504,2.6,3.0,0.862,0.8,3.7,4.4,5.6,1.1,0.5,2.1,2.9,13.1,2023,24,21,0.533,0.0,108.9,108.8,-0.08
42,Caleb Martin,PF,27,MIA,35,35,31.2,3.9,8.5,0.462,1.4,3.6,0.394,2.5,4.9,0.512,0.545,1.0,1.3,0.773,1.5,3.3,4.8,1.8,1.1,0.4,1.1,2.0,10.3,2023,24,21,0.533,0.0,108.9,108.8,-0.08
43,Victor Oladipo,SG,30,MIA,19,1,28.8,4.1,9.9,0.407,1.6,5.0,0.316,2.5,4.9,0.5,0.487,2.1,2.7,0.784,0.5,2.9,3.4,4.0,1.7,0.2,1.8,2.6,11.8,2023,24,21,0.533,0.0,108.9,108.8,-0.08
44,Duncan Robinson,SF,28,MIA,28,0,17.9,2.3,6.2,0.368,1.6,5.0,0.331,0.6,1.3,0.514,0.5,0.7,0.8,0.909,0.3,1.7,1.9,1.2,0.3,0.0,0.7,2.0,6.9,2023,24,21,0.533,0.0,108.9,108.8,-0.08
45,Orlando Robinson,C,22,MIA,17,1,15.2,2.1,3.7,0.556,0.0,0.3,0.0,2.1,3.4,0.603,0.556,0.6,0.8,0.786,1.6,2.7,4.4,0.9,0.5,0.4,0.6,1.9,4.8,2023,24,21,0.533,0.0,108.9,108.8,-0.08
47,Max Strus,SF,26,MIA,43,24,31.1,4.6,11.5,0.401,2.7,7.9,0.337,2.0,3.6,0.542,0.517,1.2,1.3,0.879,0.6,3.0,3.7,2.1,0.7,0.2,1.0,2.0,13.1,2023,24,21,0.533,0.0,108.9,108.8,-0.08
48,Gabe Vincent,PG,26,MIA,31,5,25.4,3.5,8.3,0.416,1.6,4.9,0.32,1.9,3.4,0.558,0.512,1.0,1.1,0.857,0.4,1.8,2.2,2.8,0.9,0.1,1.5,2.4,9.5,2023,24,21,0.533,0.0,108.9,108.8,-0.08
49,Ochai Agbaji,SG,22,UTA,24,0,12.1,1.5,3.2,0.481,0.7,1.8,0.381,0.9,1.5,0.6,0.584,0.3,0.6,0.571,0.5,0.9,1.4,0.4,0.1,0.1,0.2,1.1,4.1,2023,23,24,0.489,9.0,117.6,116.9,0.76
50,Nickeil Alexander-Walker,SG,24,UTA,32,3,15.9,2.5,5.2,0.488,1.1,2.7,0.395,1.5,2.5,0.588,0.59,0.8,1.1,0.686,0.3,1.6,1.8,2.2,0.7,0.4,1.3,1.8,6.9,2023,23,24,0.489,9.0,117.6,116.9,0.76
52,Malik Beasley,SG,26,UTA,47,9,27.0,5.0,12.4,0.399,3.0,8.6,0.355,1.9,3.9,0.497,0.521,0.8,0.9,0.837,0.5,3.0,3.5,1.7,0.9,0.2,1.1,1.3,13.7,2023,23,24,0.489,9.0,117.6,116.9,0.76
54,Jordan Clarkson,SG,30,UTA,46,46,32.7,7.6,16.8,0.451,2.7,7.7,0.351,4.9,9.1,0.537,0.532,3.2,3.9,0.818,1.1,3.0,4.1,4.3,0.5,0.2,2.9,2.0,21.1,2023,23,24,0.489,9.0,117.6,116.9,0.76
55,Mike Conley,PG,35,UTA,35,34,29.4,3.4,8.8,0.386,1.8,5.0,0.354,1.6,3.8,0.429,0.487,1.7,2.2,0.789,0.4,1.9,2.3,7.5,1.0,0.2,1.6,2.2,10.3,2023,23,24,0.489,9.0,117.6,116.9,0.76
56,Simone Fontecchio,SF,27,UTA,23,0,8.8,1.2,3.3,0.373,0.8,2.3,0.352,0.4,0.9,0.429,0.5,0.4,0.6,0.643,0.4,0.7,1.1,0.3,0.1,0.2,0.5,0.9,3.7,2023,23,24,0.489,9.0,117.6,116.9,0.76
57,Rudy Gay,PF,36,UTA,32,0,15.0,1.7,4.7,0.353,0.5,2.4,0.224,1.1,2.3,0.486,0.41,0.5,0.7,0.762,0.6,2.4,3.0,0.8,0.5,0.4,0.6,1.2,4.3,2023,23,24,0.489,9.0,117.6,116.9,0.76
58,Talen Horton-Tucker,SG,22,UTA,37,1,15.8,2.6,6.6,0.396,0.7,2.7,0.257,1.9,3.9,0.493,0.449,1.1,1.5,0.75,0.4,2.0,2.4,2.3,0.7,0.4,1.2,1.4,7.1,2023,23,24,0.489,9.0,117.6,116.9,0.76
60,Lauri Markkanen,SF,25,UTA,42,42,34.2,8.3,16.0,0.519,2.9,7.1,0.413,5.4,8.9,0.604,0.611,5.1,5.8,0.869,1.8,6.8,8.6,1.9,0.6,0.6,1.9,2.1,24.6,2023,23,24,0.489,9.0,117.6,116.9,0.76
61,Kelly Olynyk,C,31,UTA,39,39,28.5,4.0,8.0,0.503,1.5,3.5,0.413,2.6,4.5,0.575,0.595,2.6,3.2,0.831,1.1,3.8,5.0,3.3,1.1,0.6,2.3,4.0,12.2,2023,23,24,0.489,9.0,117.6,116.9,0.76
63,Collin Sexton,SG,24,UTA,34,10,24.1,4.9,9.9,0.497,1.0,2.5,0.395,3.9,7.4,0.532,0.548,3.6,4.2,0.84,0.9,1.4,2.3,2.9,0.6,0.1,1.7,2.4,14.4,2023,23,24,0.489,9.0,117.6,116.9,0.76
64,Jarred Vanderbilt,PF,23,UTA,45,41,24.7,3.4,6.0,0.57,0.3,1.0,0.326,3.1,5.0,0.619,0.597,1.3,1.9,0.698,2.5,5.6,8.1,2.8,1.0,0.3,1.5,2.6,8.6,2023,23,24,0.489,9.0,117.6,116.9,0.76
65,Grayson Allen,SG,27,MIL,40,38,27.2,3.4,7.7,0.437,1.8,4.7,0.392,1.6,3.1,0.504,0.555,1.8,2.0,0.901,0.9,2.7,3.6,2.7,0.8,0.2,1.1,1.5,10.4,2023,28,16,0.636,0.0,112.2,111.1,1.04
66,Giannis Antetokounmpo,PF,28,MIL,35,35,33.7,10.9,20.8,0.524,0.7,2.9,0.245,10.2,17.9,0.569,0.541,8.5,12.9,0.653,2.3,9.7,11.9,5.3,0.8,0.9,4.0,3.5,31.0,2023,28,16,0.636,0.0,112.2,111.1,1.04
67,Thanasis Antetokounmpo,SF,30,MIL,20,0,4.3,0.2,0.7,0.214,0.0,0.2,0.0,0.2,0.5,0.3,0.214,0.2,0.3,0.5,0.3,0.7,1.0,0.2,0.1,0.2,0.4,0.4,0.5,2023,28,16,0.636,0.0,112.2,111.1,1.04
68,MarJon Beauchamp,SF,22,MIL,32,9,15.5,2.2,5.5,0.395,1.1,3.3,0.324,1.1,2.3,0.5,0.492,0.6,0.8,0.72,1.0,1.5,2.5,0.7,0.5,0.1,1.0,1.6,6.0,2023,28,16,0.636,0.0,112.2,111.1,1.04
69,Jevon Carter,PG,27,MIL,44,30,24.7,2.8,7.0,0.399,1.5,3.8,0.381,1.3,3.1,0.42,0.503,0.5,0.6,0.815,0.5,2.2,2.7,2.8,1.1,0.5,1.2,2.0,7.5,2023,28,16,0.636,0.0,112.2,111.1,1.04
70,Pat Connaughton,SG,30,MIL,28,12,23.4,2.8,7.7,0.361,1.9,6.0,0.317,0.9,1.8,0.51,0.484,0.4,0.7,0.6,0.6,3.6,4.2,1.0,0.6,0.1,0.6,1.1,7.9,2023,28,16,0.636,0.0,112.2,111.1,1.04
71,A.J. Green,SG,23,MIL,21,0,9.7,1.8,3.8,0.468,1.3,3.1,0.424,0.4,0.6,0.692,0.646,0.2,0.2,1.0,0.2,1.0,1.1,0.4,0.2,0.0,0.2,1.0,5.0,2023,28,16,0.636,0.0,112.2,111.1,1.04
72,George Hill,PG,36,MIL,32,0,19.9,1.8,3.9,0.448,0.7,2.1,0.309,1.1,1.8,0.614,0.532,1.0,1.4,0.727,0.4,1.7,2.1,2.7,0.6,0.1,0.8,1.2,5.2,2023,28,16,0.636,0.0,112.2,111.1,1.04
73,Jrue Holiday,PG,32,MIL,33,31,32.5,6.9,15.1,0.459,2.4,6.2,0.382,4.6,8.9,0.512,0.537,2.6,3.0,0.869,1.2,3.7,4.9,7.4,1.4,0.4,3.2,1.9,18.8,2023,28,16,0.636,0.0,112.2,111.1,1.04
74,Serge Ibaka,C,33,MIL,16,0,11.6,1.6,3.4,0.481,0.4,1.1,0.333,1.3,2.3,0.556,0.537,0.5,0.8,0.615,0.9,1.8,2.8,0.3,0.1,0.4,0.7,1.4,4.1,2023,28,16,0.636,0.0,112.2,111.1,1.04
75,Joe Ingles,SF,35,MIL,12,0,20.3,2.2,6.3,0.347,1.6,5.0,0.317,0.6,1.3,0.467,0.473,0.3,0.3,1.0,0.5,1.5,2.0,3.7,0.5,0.1,1.8,1.3,6.2,2023,28,16,0.636,0.0,112.2,111.1,1.04
76,Brook Lopez,C,34,MIL,43,43,30.6,5.5,11.0,0.504,2.0,5.0,0.396,3.5,5.9,0.596,0.595,1.5,1.9,0.778,2.1,4.4,6.5,1.2,0.5,2.5,1.4,2.4,14.5,2023,28,16,0.636,0.0,112.2,111.1,1.04
77,Sandro Mamukelashvili,C,23,MIL,19,0,8.8,0.8,2.4,0.333,0.3,1.3,0.24,0.5,1.1,0.45,0.4,0.4,0.6,0.583,0.6,1.7,2.3,0.7,0.1,0.2,0.3,0.7,2.3,2023,28,16,0.636,0.0,112.2,111.1,1.04
78,Wesley Matthews,SG,36,MIL,27,0,14.6,0.9,2.8,0.329,0.7,2.3,0.311,0.2,0.6,0.4,0.454,0.3,0.4,0.9,0.7,0.9,1.6,0.6,0.5,0.2,0.4,1.4,2.9,2023,28,16,0.636,0.0,112.2,111.1,1.04
79,Khris Middleton,SF,31,MIL,7,7,24.4,3.6,11.0,0.325,1.6,5.9,0.268,2.0,5.1,0.389,0.396,2.4,2.7,0.895,0.1,2.4,2.6,4.4,0.6,0.1,1.6,2.6,11.1,2023,28,16,0.636,0.0,112.2,111.1,1.04
80,Jordan Nwora,SF,24,MIL,31,3,16.6,2.2,5.6,0.387,1.2,2.9,0.416,1.0,2.7,0.357,0.494,1.0,1.2,0.842,0.7,2.5,3.2,1.0,0.3,0.1,1.0,0.8,6.5,2023,28,16,0.636,0.0,112.2,111.1,1.04
81,Bobby Portis,PF,27,MIL,44,12,26.6,5.9,11.9,0.495,1.2,3.5,0.329,4.7,8.4,0.565,0.544,1.3,1.5,0.824,2.6,7.4,10.0,1.8,0.5,0.3,1.3,1.7,14.2,2023,28,16,0.636,0.0,112.2,111.1,1.04
82,Jarrett Allen,C,24,CLE,38,38,33.1,5.6,8.9,0.63,0.0,0.2,0.0,5.6,8.7,0.644,0.63,2.7,3.7,0.725,3.1,6.7,9.8,1.7,0.8,1.2,1.4,2.2,13.9,2023,28,17,0.622,0.5,111.5,106.9,4.67
84,Darius Garland,PG,23,CLE,36,36,35.9,7.4,16.4,0.448,2.4,6.0,0.398,5.0,10.4,0.477,0.521,4.3,4.9,0.865,0.4,2.4,2.8,7.8,1.2,0.1,3.1,2.1,21.4,2023,28,17,0.622,0.5,111.5,106.9,4.67
85,Caris LeVert,SG,28,CLE,41,20,30.8,4.4,10.7,0.416,1.5,4.1,0.353,3.0,6.5,0.455,0.484,2.0,2.7,0.727,0.7,3.3,4.0,3.6,0.8,0.2,1.6,2.3,12.3,2023,28,17,0.622,0.5,111.5,106.9,4.67
86,Robin Lopez,C,34,CLE,25,1,8.6,1.3,2.0,0.64,0.0,0.0,1.0,1.2,2.0,0.633,0.65,0.4,0.6,0.714,0.8,0.7,1.5,0.4,0.0,0.1,0.7,1.1,3.0,2023,28,17,0.622,0.5,111.5,106.9,4.67
87,Kevin Love,PF,34,CLE,37,3,20.5,2.8,7.3,0.387,1.7,4.9,0.35,1.1,2.3,0.465,0.506,1.4,1.6,0.881,1.1,6.2,7.2,2.0,0.2,0.2,1.2,1.7,8.8,2023,28,17,0.622,0.5,111.5,106.9,4.67
88,Donovan Mitchell,SG,26,CLE,40,40,36.1,9.8,20.2,0.484,3.7,9.4,0.395,6.0,10.7,0.562,0.576,5.2,5.9,0.869,0.9,3.0,3.9,4.8,1.4,0.4,3.0,2.5,28.4,2023,28,17,0.622,0.5,111.5,106.9,4.67
89,Evan Mobley,PF,21,CLE,43,43,33.9,5.8,10.5,0.555,0.2,1.1,0.196,5.6,9.4,0.596,0.565,2.6,3.7,0.694,2.4,6.4,8.8,2.7,0.7,1.3,2.0,2.8,14.5,2023,28,17,0.622,0.5,111.5,106.9,4.67
91,Raul Neto,PG,30,CLE,28,0,10.5,1.2,2.3,0.524,0.3,1.0,0.333,0.9,1.3,0.667,0.595,0.5,0.6,0.875,0.2,0.7,0.9,1.4,0.4,0.0,0.3,0.9,3.2,2023,28,17,0.622,0.5,111.5,106.9,4.67
92,Isaac Okoro,SF,22,CLE,45,15,19.3,2.0,4.3,0.458,0.6,2.0,0.315,1.3,2.3,0.583,0.531,1.0,1.3,0.759,0.6,1.9,2.5,0.8,0.7,0.4,0.6,1.9,5.5,2023,28,17,0.622,0.5,111.5,106.9,4.67
93,Cedi Osman,SF,27,CLE,43,0,22.2,3.4,7.3,0.463,1.3,4.0,0.339,2.0,3.3,0.613,0.556,1.0,1.6,0.652,0.3,2.1,2.3,1.5,0.5,0.1,0.8,1.8,9.1,2023,28,17,0.622,0.5,111.5,106.9,4.67
94,Ricky Rubio,PG,32,CLE,3,0,13.3,1.7,4.3,0.385,1.0,3.0,0.333,0.7,1.3,0.5,0.5,0.3,0.7,0.5,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,4.7,2023,28,17,0.622,0.5,111.5,106.9,4.67
95,Lamar Stevens,PF,25,CLE,29,18,20.8,2.3,5.3,0.432,0.5,1.8,0.294,1.8,3.6,0.5,0.481,0.8,1.2,0.706,0.7,2.8,3.5,0.7,0.4,0.5,0.6,1.3,6.0,2023,28,17,0.622,0.5,111.5,106.9,4.67
96,Dean Wade,PF,26,CLE,17,9,24.1,2.2,4.9,0.452,1.4,3.3,0.411,0.9,1.6,0.536,0.589,0.5,0.8,0.692,0.6,3.5,4.1,1.0,0.7,0.4,0.4,2.5,6.4,2023,28,17,0.622,0.5,111.5,106.9,4.67
97,Jose Alvarado,PG,24,NOP,43,8,21.5,3.3,8.1,0.41,1.4,4.1,0.337,1.9,4.0,0.485,0.496,1.1,1.4,0.787,0.4,2.0,2.5,3.2,1.3,0.1,1.4,2.0,9.2,2023,26,18,0.591,4.5,117.0,113.3,3.59
98,Dyson Daniels,PG,19,NOP,35,8,19.3,1.7,3.8,0.455,0.5,1.5,0.358,1.2,2.3,0.519,0.527,0.4,0.7,0.577,0.7,2.7,3.4,2.3,0.9,0.2,0.9,2.0,4.4,2023,26,18,0.591,4.5,117.0,113.3,3.59
99,Devonte' Graham,PG,27,NOP,44,0,15.1,1.5,4.3,0.347,1.1,3.5,0.32,0.4,0.8,0.459,0.476,0.9,1.2,0.784,0.3,1.2,1.5,2.2,0.5,0.2,0.5,0.8,5.0,2023,26,18,0.591,4.5,117.0,113.3,3.59
100,Jaxson Hayes,C,22,NOP,24,1,13.5,1.8,3.4,0.519,0.1,0.8,0.167,1.6,2.6,0.619,0.537,1.1,1.8,0.628,0.8,2.1,2.9,0.8,0.3,0.4,0.6,1.5,4.8,2023,26,18,0.591,4.5,117.0,113.3,3.59
101,Willy Hernangómez,C,28,NOP,21,0,11.8,2.3,4.4,0.516,0.0,0.3,0.167,2.2,4.1,0.54,0.522,2.2,2.8,0.797,2.0,2.7,4.7,0.9,0.3,0.3,1.1,1.6,6.9,2023,26,18,0.591,4.5,117.0,113.3,3.59
102,Brandon Ingram,SF,25,NOP,15,15,32.1,7.3,15.4,0.472,1.9,4.0,0.467,5.4,11.4,0.474,0.532,4.4,5.1,0.868,0.5,4.6,5.1,4.7,0.9,0.7,2.8,2.2,20.8,2023,26,18,0.591,4.5,117.0,113.3,3.59
103,Herbert Jones,SF,24,NOP,29,29,28.0,3.4,7.9,0.426,0.8,2.8,0.296,2.6,5.1,0.497,0.478,2.4,3.1,0.775,1.2,2.5,3.7,2.1,1.5,0.7,1.2,3.3,10.0,2023,26,18,0.591,4.5,117.0,113.3,3.59
104,Kira Lewis Jr.,PG,21,NOP,5,0,8.2,1.6,3.4,0.471,0.2,0.8,0.25,1.4,2.6,0.538,0.5,1.6,1.6,1.0,0.2,1.0,1.2,0.2,0.2,0.0,0.6,1.0,5.0,2023,26,18,0.591,4.5,117.0,113.3,3.59
105,Naji Marshall,SF,25,NOP,42,16,25.0,3.6,8.2,0.441,1.1,3.3,0.338,2.5,4.9,0.51,0.509,2.1,2.6,0.793,0.8,3.0,3.7,2.4,0.8,0.2,1.3,1.5,10.5,2023,26,18,0.591,4.5,117.0,113.3,3.59
